state_abbreviation,state_name,reporting_month,flag_type,flag_description,metric_name,metric_value,comparison_value,interpretation_note
MD,Maryland,2023-12-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,155521.000000,101452.583333,"Review flag only; applications are descriptive operational indicators, not performance scores."
MD,Maryland,2023-12-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,117471.000000,61831.916667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
MD,Maryland,2023-12-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-24701.000000,709.905882,Review flag only; this does not identify a cause or indicate performance.
MD,Maryland,2024-01-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-30696.000000,709.905882,Review flag only; this does not identify a cause or indicate performance.
MD,Maryland,2024-07-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-21419.000000,709.905882,Review flag only; this does not identify a cause or indicate performance.
MD,Maryland,2024-08-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,195737.000000,121677.750000,"Review flag only; applications are descriptive operational indicators, not performance scores."
MD,Maryland,2024-12-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,152847.000000,89466.250000,"Review flag only; determinations are descriptive operational indicators, not performance scores."
MD,Maryland,2024-12-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-30845.000000,709.905882,Review flag only; this does not identify a cause or indicate performance.
MD,Maryland,2026-02-01,high_missingness_caution,State has elevated missingness across preserved dashboard fields.,missingness_percent,15.700000,10.000000,"Review flag only; missingness should guide caution, not state performance labeling."
MD,Maryland,2026-02-01,latest_month_preliminary_reporting_caution,Latest month is preliminary and may be revised in later source updates.,latest_month_preliminary_status,,,Review flag only; preliminary reporting affects interpretation of the latest month.
ME,Maine,2019-07-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,13581.000000,11188.500000,"Review flag only; determinations are descriptive operational indicators, not performance scores."
ME,Maine,2020-03-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,14025.000000,11963.666667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
ME,Maine,2020-03-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,6870.000000,1079.482353,Review flag only; this does not identify a cause or indicate performance.
ME,Maine,2020-05-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,7350.000000,1079.482353,Review flag only; this does not identify a cause or indicate performance.
ME,Maine,2022-01-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,12985.000000,8907.416667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
ME,Maine,2022-04-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,6358.000000,5346.250000,"Review flag only; applications are descriptive operational indicators, not performance scores."
ME,Maine,2022-10-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,11629.000000,5784.000000,"Review flag only; applications are descriptive operational indicators, not performance scores."
ME,Maine,2022-12-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,10530.000000,6563.750000,"Review flag only; applications are descriptive operational indicators, not performance scores."
ME,Maine,2023-09-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,10597.000000,7439.416667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
ME,Maine,2023-09-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-5403.000000,1079.482353,Review flag only; this does not identify a cause or indicate performance.
ME,Maine,2023-10-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,14826.000000,7221.083333,"Review flag only; applications are descriptive operational indicators, not performance scores."
ME,Maine,2024-10-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,15264.000000,7454.500000,"Review flag only; applications are descriptive operational indicators, not performance scores."
